id,family_id,product_code,variant_suffix,configuration_type,configuration_name,specifications,bounding_box,page_number,notes,created_at
114,17,1101-00-03,-03,STANDARD,,"{""Artikelnr"": ""1101-00-03"", ""ID mm"": ""5,0"", ""ID tum"": ""3/16\"""", ""YD mm"": ""11,8"", ""Arb.tr. MPa"": ""25,0"", ""Böjradie mm"": ""90"", ""Vikt kg/m"": ""0,19""}","[173.93142918178015, 630.5369918823242, 537.1885637555804, 648.1169784545898]",11,,2025-10-30 13:00:12
128,19,1101-14-04-30,-04-30,REEL,PÅ BOBIN,"{""Artikelnr"": ""1101-14-04-30"", ""Dimension"": ""1/4\"""", ""Min.längd"": ""160"", ""Max längd"": ""260""}","[173.69280212402344, 453.7394908905029, 521.4209067604759, 466.06948509216306]",12,,2025-10-30 13:00:42
129,19,1101-14-06-30,-06-30,REEL,PÅ BOBIN,"{""Artikelnr"": ""1101-14-06-30"", ""Dimension"": ""3/8\"""", ""Min.längd"": ""100"", ""Max längd"": ""160""}","[173.69280212402344, 466.06948509216306, 521.4209067604759, 478.3994792938232]",12,,2025-10-30 13:00:42
130,19,1101-14-08-30,-08-30,REEL,PÅ BOBIN,"{""Artikelnr"": ""1101-14-08-30"", ""Dimension"": ""1/2\"""", ""Min.längd"": ""70"", ""Max längd"": ""110""}","[173.69280212402344, 478.3994792938232, 521.4209067604759, 490.7294734954834]",12,,2025-10-30 13:00:42
131,19,1101-14-04,-04,STANDARD,,"{""Artikelnr"": ""1101-14-04"", ""ID mm"": ""6,5"", ""ID tum"": ""1/4\"""", ""YD mm"": ""13,4"", ""Arb.tr. MPa"": ""22,5"", ""Böjradie mm"": ""100"", ""Vikt kg/m"": ""0,21""}","[173.69280212402344, 267.8639911998402, 521.4209067604759, 280.8239909778942]",12,,2025-10-30 13:00:42
132,19,1101-14-05,-05,STANDARD,,"{""Artikelnr"": ""1101-14-05"", ""ID mm"": ""8,0"", ""ID tum"": ""5/16\"""", ""YD mm"": ""15,0"", ""Arb.tr. MPa"": ""21,5"", ""Böjradie mm"": ""115"", ""Vikt kg/m"": ""0,24""}","[173.69280212402344, 280.8239909778942, 521.4209067604759, 293.78399075594814]",12,,2025-10-30 13:00:42
133,19,1101-14-06,-06,STANDARD,,"{""Artikelnr"": ""1101-14-06"", ""ID mm"": ""10,0"", ""ID tum"": ""3/8\"""", ""YD mm"": ""17,4"", ""Arb.tr. MPa"": ""18,0"", ""Böjradie mm"": ""125"", ""Vikt kg/m"": ""0,33""}","[173.69280212402344, 293.78399075594814, 521.4209067604759, 306.74399053400214]",12,,2025-10-30 13:00:42
134,19,1101-14-08,-08,STANDARD,,"{""Artikelnr"": ""1101-14-08"", ""ID mm"": ""13,0"", ""ID tum"": ""1/2\"""", ""YD mm"": ""20,6"", ""Arb.tr. MPa"": ""16,0"", ""Böjradie mm"": ""180"", ""Vikt kg/m"": ""0,41""}","[173.69280212402344, 306.74399053400214, 521.4209067604759, 319.7039903120561]",12,,2025-10-30 13:00:42
135,19,1101-14-10,-10,STANDARD,,"{""Artikelnr"": ""1101-14-10"", ""ID mm"": ""16,0"", ""ID tum"": ""5/8\"""", ""YD mm"": ""23,7"", ""Arb.tr. MPa"": ""13,0"", ""Böjradie mm"": ""200"", ""Vikt kg/m"": ""0,45""}","[173.69280212402344, 319.7039903120561, 521.4209067604759, 332.6639900901101]",12,,2025-10-30 13:00:42
136,19,1101-14-12,-12,STANDARD,,"{""Artikelnr"": ""1101-14-12"", ""ID mm"": ""19,0"", ""ID tum"": ""3/4\"""", ""YD mm"": ""27,8"", ""Arb.tr. MPa"": ""10,5"", ""Böjradie mm"": ""240"", ""Vikt kg/m"": ""0,58""}","[173.69280212402344, 332.6639900901101, 521.4209067604759, 345.6239898681641]",12,,2025-10-30 13:00:42
137,19,1101-14-16,-16,STANDARD,,"{""Artikelnr"": ""1101-14-16"", ""ID mm"": ""25,0"", ""ID tum"": ""1\"""", ""YD mm"": ""35,6"", ""Arb.tr. MPa"": ""8,8"", ""Böjradie mm"": ""300"", ""Vikt kg/m"": ""0,88""}","[173.69280212402344, 345.6239898681641, 521.4209067604759, 358.5839896462181]",12,,2025-10-30 13:00:42
138,19,1101-14-20,-20,STANDARD,,"{""Artikelnr"": ""1101-14-20"", ""ID mm"": ""32,0"", ""ID tum"": ""1 1/4\"""", ""YD mm"": ""43,5"", ""Arb.tr. MPa"": ""6,3"", ""Böjradie mm"": ""420"", ""Vikt kg/m"": ""1,23""}","[173.69280212402344, 358.5839896462181, 521.4209067604759, 371.543989424272]",12,,2025-10-30 13:00:42
139,19,1101-14-24,-24,STANDARD,,"{""Artikelnr"": ""1101-14-24"", ""ID mm"": ""38,0"", ""ID tum"": ""1 1/2\"""", ""YD mm"": ""50,6"", ""Arb.tr. MPa"": ""5,0"", ""Böjradie mm"": ""500"", ""Vikt kg/m"": ""1,51""}","[173.69280212402344, 371.543989424272, 521.4209067604759, 384.50398920232595]",12,,2025-10-30 13:00:42
140,19,1101-14-32,-32,STANDARD,,"{""Artikelnr"": ""1101-14-32"", ""ID mm"": ""51,0"", ""ID tum"": ""2\"""", ""YD mm"": ""64,0"", ""Arb.tr. MPa"": ""4,0"", ""Böjradie mm"": ""630"", ""Vikt kg/m"": ""1,97""}","[173.69280212402344, 384.50398920232595, 521.4209067604759, 397.46398898037995]",12,,2025-10-30 13:00:42
141,20,1071-00-04,-04,STANDARD,,"{""Artikelnr"": ""1071-00-04"", ""ID mm"": ""6,5"", ""ID tum"": ""1/4\"""", ""YD mm"": ""13,4"", ""Arb.tr. MPa"": ""22,5"", ""Böjradie mm"": ""100"", ""Vikt kg/m"": ""0,21""}","[173.96307725172775, 266.0916032409668, 518.8472683993252, 279.0756028747558]",13,,2025-10-30 13:01:14
142,20,1071-00-06,-06,STANDARD,,"{""Artikelnr"": ""1071-00-06"", ""ID mm"": ""10,0"", ""ID tum"": ""3,8\"""", ""YD mm"": ""17,4"", ""Arb.tr. MPa"": ""18,0"", ""Böjradie mm"": ""130"", ""Vikt kg/m"": ""0,33""}","[173.96307725172775, 279.0756028747558, 518.8472683993252, 292.0596025085449]",13,,2025-10-30 13:01:14
143,20,1071-00-08,-08,STANDARD,,"{""Artikelnr"": ""1071-00-08"", ""ID mm"": ""13,0"", ""ID tum"": ""1/2\"""", ""YD mm"": ""20,5"", ""Arb.tr. MPa"": ""16,0"", ""Böjradie mm"": ""180"", ""Vikt kg/m"": ""0,41""}","[173.96307725172775, 292.0596025085449, 518.8472683993252, 305.04360214233395]",13,,2025-10-30 13:01:14
144,20,1071-00-10,-10,STANDARD,,"{""Artikelnr"": ""1071-00-10"", ""ID mm"": ""16,0"", ""ID tum"": ""5/8\"""", ""YD mm"": ""23,7"", ""Arb.tr. MPa"": ""13,0"", ""Böjradie mm"": ""200"", ""Vikt kg/m"": ""0,45""}","[173.96307725172775, 305.04360214233395, 518.8472683993252, 318.02760177612305]",13,,2025-10-30 13:01:14
145,20,1071-00-12,-12,STANDARD,,"{""Artikelnr"": ""1071-00-12"", ""ID mm"": ""19,0"", ""ID tum"": ""3/4\"""", ""YD mm"": ""27,7"", ""Arb.tr. MPa"": ""10,5"", ""Böjradie mm"": ""240"", ""Vikt kg/m"": ""0,58""}","[173.96307725172775, 318.02760177612305, 518.8472683993252, 331.0116014099121]",13,,2025-10-30 13:01:14
146,20,1071-00-16,-16,STANDARD,,"{""Artikelnr"": ""1071-00-16"", ""ID mm"": ""25,0"", ""ID tum"": ""1\"""", ""YD mm"": ""35,6"", ""Arb.tr. MPa"": ""8,8"", ""Böjradie mm"": ""300"", ""Vikt kg/m"": ""0,88""}","[173.96307725172775, 331.0116014099121, 518.8472683993252, 343.99560104370113]",13,,2025-10-30 13:01:14
147,20,1071-00-20,-20,STANDARD,,"{""Artikelnr"": ""1071-00-20"", ""ID mm"": ""32,0"", ""ID tum"": ""1 1/4\"""", ""YD mm"": ""43,5"", ""Arb.tr. MPa"": ""6,3"", ""Böjradie mm"": ""420"", ""Vikt kg/m"": ""1,23""}","[173.96307725172775, 343.99560104370113, 518.8472683993252, 356.9796006774902]",13,,2025-10-30 13:01:14
148,20,1071-00-24,-24,STANDARD,,"{""Artikelnr"": ""1071-00-24"", ""ID mm"": ""38,0"", ""ID tum"": ""1 1/2\"""", ""YD mm"": ""50,6"", ""Arb.tr. MPa"": ""5,0"", ""Böjradie mm"": ""500"", ""Vikt kg/m"": ""1,51""}","[173.96307725172775, 356.9796006774902, 518.8472683993252, 369.96360031127927]",13,,2025-10-30 13:01:14
149,20,1071-00-32,-32,STANDARD,,"{""Artikelnr"": ""1071-00-32"", ""ID mm"": ""51,0"", ""ID tum"": ""2\"""", ""YD mm"": ""64,0"", ""Arb.tr. MPa"": ""4,0"", ""Böjradie mm"": ""630"", ""Vikt kg/m"": ""1,97""}","[173.96307725172775, 369.96360031127927, 518.8472683993252, 382.94759994506836]",13,,2025-10-30 13:01:14
150,21,1003-11-04,-04,STANDARD,,"{""Artikelnr"": ""1003-11-04"", ""ID mm"": ""6"", ""ID tum"": ""1/4\"""", ""YD mm"": ""13,2"", ""Arb.tr. MPa"": ""22,5"", ""Böjradie mm"": ""100"", ""Vikt kg/m"": ""22""}","[173.96307725172775, 626.1440068562825, 518.8472683993252, 639.9040064493815]",13,,2025-10-30 13:01:14
151,21,1003-11-06,-06,STANDARD,,"{""Artikelnr"": ""1003-11-06"", ""ID mm"": ""9"", ""ID tum"": ""3/8\"""", ""YD mm"": ""17,2"", ""Arb.tr. MPa"": ""18"", ""Böjradie mm"": ""130"", ""Vikt kg/m"": ""33""}","[173.96307725172775, 639.9040064493815, 518.8472683993252, 653.6640060424804]",13,,2025-10-30 13:01:14
152,21,1003-11-08,-08,STANDARD,,"{""Artikelnr"": ""1003-11-08"", ""ID mm"": ""13"", ""ID tum"": ""1/2\"""", ""YD mm"": ""20,4"", ""Arb.tr. MPa"": ""16"", ""Böjradie mm"": ""180"", ""Vikt kg/m"": ""41""}","[173.96307725172775, 653.6640060424804, 518.8472683993252, 667.4240056355794]",13,,2025-10-30 13:01:14
153,21,1003-11-12,-12,STANDARD,,"{""Artikelnr"": ""1003-11-12"", ""ID mm"": ""19"", ""ID tum"": ""3/4\"""", ""YD mm"": ""27,5"", ""Arb.tr. MPa"": ""10,5"", ""Böjradie mm"": ""240"", ""Vikt kg/m"": ""58""}","[173.96307725172775, 667.4240056355794, 518.8472683993252, 681.1840052286784]",13,,2025-10-30 13:01:14
154,21,1003-11-16,-16,STANDARD,,"{""Artikelnr"": ""1003-11-16"", ""ID mm"": ""25"", ""ID tum"": ""1\"""", ""YD mm"": ""35,4"", ""Arb.tr. MPa"": ""8,8"", ""Böjradie mm"": ""300"", ""Vikt kg/m"": ""87""}","[173.96307725172775, 681.1840052286784, 518.8472683993252, 694.9440048217773]",13,,2025-10-30 13:01:14
169,23,1102-14-04-30,-04-30,REEL,PÅ BOBIN,"{""Artikelnr"": ""1102-14-04-30"", ""Dimension"": ""1/4\"""", ""Min.längd"": ""150"", ""Max längd"": ""210""}","[173.96160034179687, 498.87601409912105, 521.7937474250793, 511.11601043701165]",14,,2025-10-30 13:01:46
170,23,1102-14-05-30,-05-30,REEL,PÅ BOBIN,"{""Artikelnr"": ""1102-14-05-30"", ""Dimension"": ""5/16\"""", ""Min.längd"": ""105"", ""Max längd"": ""175""}","[173.96160034179687, 511.11601043701165, 521.7937474250793, 523.3560067749023]",14,,2025-10-30 13:01:46
171,23,1102-14-06-30,-06-30,REEL,PÅ BOBIN,"{""Artikelnr"": ""1102-14-06-30"", ""Dimension"": ""3/8\"""", ""Min.längd"": ""95"", ""Max längd"": ""135""}","[173.96160034179687, 523.3560067749023, 521.7937474250793, 535.596003112793]",14,,2025-10-30 13:01:46
172,23,1102-14-08-30,-08-30,REEL,PÅ BOBIN,"{""Artikelnr"": ""1102-14-08-30"", ""Dimension"": ""1/2\"""", ""Min.längd"": ""65"", ""Max längd"": ""95""}","[173.96160034179687, 535.596003112793, 521.7937474250793, 547.8359994506836]",14,,2025-10-30 13:01:46
173,23,1102-14-04,-04,STANDARD,,"{""Artikelnr"": ""1102-14-04"", ""ID mm"": ""6,5"", ""ID tum"": ""1/4\"""", ""YD mm"": ""14,04"", ""Arb.tr. MPa"": ""40,0"", ""Böjradie mm"": ""100"", ""Vikt kg/m"": ""0,31""}","[173.96160034179687, 297.4161592333245, 521.7937474250793, 310.29979718757403]",14,,2025-10-30 13:01:46
174,23,1102-14-05,-05,STANDARD,,"{""Artikelnr"": ""1102-14-05"", ""ID mm"": ""8,0"", ""ID tum"": ""5/16\"""", ""YD mm"": ""16,0"", ""Arb.tr. MPa"": ""35,0"", ""Böjradie mm"": ""115"", ""Vikt kg/m"": ""0,37""}","[173.96160034179687, 310.29979718757403, 521.7937474250793, 323.18343514182357]",14,,2025-10-30 13:01:46
175,23,1102-14-06,-06,STANDARD,,"{""Artikelnr"": ""1102-14-06"", ""ID mm"": ""10,0"", ""ID tum"": ""3/8\"""", ""YD mm"": ""18,4"", ""Arb.tr. MPa"": ""33,0"", ""Böjradie mm"": ""130"", ""Vikt kg/m"": ""0,44""}","[173.96160034179687, 323.18343514182357, 521.7937474250793, 336.0670730960731]",14,,2025-10-30 13:01:46
176,23,1102-14-08,-08,STANDARD,,"{""Artikelnr"": ""1102-14-08"", ""ID mm"": ""13,0"", ""ID tum"": ""1/2\"""", ""YD mm"": ""21,4"", ""Arb.tr. MPa"": ""27,5"", ""Böjradie mm"": ""180"", ""Vikt kg/m"": ""0,53""}","[173.96160034179687, 336.0670730960731, 521.7937474250793, 348.9507110503226]",14,,2025-10-30 13:01:46
177,23,1102-14-10,-10,STANDARD,,"{""Artikelnr"": ""1102-14-10"", ""ID mm"": ""16,0"", ""ID tum"": ""5/8\"""", ""YD mm"": ""24,6"", ""Arb.tr. MPa"": ""25,0"", ""Böjradie mm"": ""200"", ""Vikt kg/m"": ""0,66""}","[173.96160034179687, 348.9507110503226, 521.7937474250793, 361.8343490045721]",14,,2025-10-30 13:01:46
178,23,1102-14-12,-12,STANDARD,,"{""Artikelnr"": ""1102-14-12"", ""ID mm"": ""19,0"", ""ID tum"": ""3/4\"""", ""YD mm"": ""28,6"", ""Arb.tr. MPa"": ""21,5"", ""Böjradie mm"": ""240"", ""Vikt kg/m"": ""0,84""}","[173.96160034179687, 361.8343490045721, 521.7937474250793, 374.71798695882165]",14,,2025-10-30 13:01:46
179,23,1102-14-16,-16,STANDARD,,"{""Artikelnr"": ""1102-14-16"", ""ID mm"": ""25,0"", ""ID tum"": ""1\"""", ""YD mm"": ""37,1"", ""Arb.tr. MPa"": ""16,5"", ""Böjradie mm"": ""300"", ""Vikt kg/m"": ""1,23""}","[173.96160034179687, 374.71798695882165, 521.7937474250793, 387.6016249130712]",14,,2025-10-30 13:01:46
180,23,1102-14-20,-20,STANDARD,,"{""Artikelnr"": ""1102-14-20"", ""ID mm"": ""32,0"", ""ID tum"": ""1 1/4\"""", ""YD mm"": ""46,7"", ""Arb.tr. MPa"": ""12,5"", ""Böjradie mm"": ""420"", ""Vikt kg/m"": ""1,77""}","[173.96160034179687, 387.6016249130712, 521.7937474250793, 400.4852628673207]",14,,2025-10-30 13:01:46
181,23,1102-14-24,-24,STANDARD,,"{""Artikelnr"": ""1102-14-24"", ""ID mm"": ""38,0"", ""ID tum"": ""1 1/2\"""", ""YD mm"": ""54,5"", ""Arb.tr. MPa"": ""9,0"", ""Böjradie mm"": ""500"", ""Vikt kg/m"": ""2,17""}","[173.96160034179687, 400.4852628673207, 521.7937474250793, 413.3689008215702]",14,,2025-10-30 13:01:46
182,23,1102-14-32,-32,STANDARD,,"{""Artikelnr"": ""1102-14-32"", ""ID mm"": ""51,0"", ""ID tum"": ""2\"""", ""YD mm"": ""66,7"", ""Arb.tr. MPa"": ""8,0"", ""Böjradie mm"": ""630"", ""Vikt kg/m"": ""2,79""}","[173.96160034179687, 413.3689008215702, 521.7937474250793, 426.25253877581974]",14,,2025-10-30 13:01:46
183,24,1102-50-04,-04,STANDARD,,"{""Artikelnr"": ""1102-50-04"", ""ID mm"": ""6,5"", ""ID tum"": ""1/4\"""", ""YD mm"": ""15,2"", ""Arb.tr. MPa"": ""40,0"", ""Böjradie mm"": ""100"", ""Vikt kg/m"": ""0,40""}","[173.8857153029669, 267.0515965677897, 537.0, 280.03559782918296]",15,,2025-10-30 13:02:15
184,24,1102-50-06,-06,STANDARD,,"{""Artikelnr"": ""1102-50-06"", ""ID mm"": ""10,0"", ""ID tum"": ""3/8\"""", ""YD mm"": ""19,1"", ""Arb.tr. MPa"": ""35,0"", ""Böjradie mm"": ""130"", ""Vikt kg/m"": ""0,60""}","[173.8857153029669, 280.03559782918296, 537.0, 293.01959909057615]",15,,2025-10-30 13:02:15
185,24,1102-50-08,-08,STANDARD,,"{""Artikelnr"": ""1102-50-08"", ""ID mm"": ""13,0"", ""ID tum"": ""1/2\"""", ""YD mm"": ""22,1"", ""Arb.tr. MPa"": ""29,7"", ""Böjradie mm"": ""180"", ""Vikt kg/m"": ""0,68""}","[173.8857153029669, 293.01959909057615, 537.0, 306.0036003519694]",15,,2025-10-30 13:02:15
186,24,1102-50-10,-10,STANDARD,,"{""Artikelnr"": ""1102-50-10"", ""ID mm"": ""16,0"", ""ID tum"": ""5/8\"""", ""YD mm"": ""25,2"", ""Arb.tr. MPa"": ""22,7"", ""Böjradie mm"": ""200"", ""Vikt kg/m"": ""0,80""}","[173.8857153029669, 306.0036003519694, 537.0, 318.98760161336264]",15,,2025-10-30 13:02:15
187,24,1102-50-12,-12,STANDARD,,"{""Artikelnr"": ""1102-50-12"", ""ID mm"": ""19,0"", ""ID tum"": ""3/4\"""", ""YD mm"": ""29,5"", ""Arb.tr. MPa"": ""21,0"", ""Böjradie mm"": ""240"", ""Vikt kg/m"": ""1,00""}","[173.8857153029669, 318.98760161336264, 537.0, 331.97160287475583]",15,,2025-10-30 13:02:15
188,24,1102-50-16,-16,STANDARD,,"{""Artikelnr"": ""1102-50-16"", ""ID mm"": ""25,0"", ""ID tum"": ""1\"""", ""YD mm"": ""37,9"", ""Arb.tr. MPa"": ""17,5"", ""Böjradie mm"": ""300"", ""Vikt kg/m"": ""1,44""}","[173.8857153029669, 331.97160287475583, 537.0, 344.9556041361491]",15,,2025-10-30 13:02:15
189,24,1102-50-20,-20,STANDARD,,"{""Artikelnr"": ""1102-50-20"", ""ID mm"": ""32,0"", ""ID tum"": ""1 1/4\"""", ""YD mm"": ""48,8"", ""Arb.tr. MPa"": ""15,7"", ""Böjradie mm"": ""420"", ""Vikt kg/m"": ""2,39""}","[173.8857153029669, 344.9556041361491, 537.0, 357.9396053975423]",15,,2025-10-30 13:02:15
190,24,1102-50-24,-24,STANDARD,,"{""Artikelnr"": ""1102-50-24"", ""ID mm"": ""38,0"", ""ID tum"": ""1 1/2\"""", ""YD mm"": ""54,6"", ""Arb.tr. MPa"": ""12,2"", ""Böjradie mm"": ""500"", ""Vikt kg/m"": ""2,60""}","[173.8857153029669, 357.9396053975423, 537.0, 370.92360665893557]",15,,2025-10-30 13:02:15
191,24,1102-50-32,-32,STANDARD,,"{""Artikelnr"": ""1102-50-32"", ""ID mm"": ""51,0"", ""ID tum"": ""2\"""", ""YD mm"": ""67,8"", ""Arb.tr. MPa"": ""10,5"", ""Böjradie mm"": ""630"", ""Vikt kg/m"": ""3,38""}","[173.8857153029669, 370.92360665893557, 537.0, 383.90760792032876]",15,,2025-10-30 13:02:15
192,25,1007-01-04,-04,STANDARD,,"{""Artikelnr"": ""1007-01-04"", ""ID mm"": ""6,5"", ""ID tum"": ""1/4\"""", ""YD mm"": ""12,2"", ""Arb.tr. MPa"": ""21,0"", ""Böjradie mm"": ""50"", ""Vikt kg/m"": ""0,36""}","[173.8857153029669, 628.9519744873047, 537.0, 644.631967163086]",15,,2025-10-30 13:02:15
193,25,1007-01-06,-06,STANDARD,,"{""Artikelnr"": ""1007-01-06"", ""ID mm"": ""10,0"", ""ID tum"": ""3/8\"""", ""YD mm"": ""15,5"", ""Arb.tr. MPa"": ""21,0"", ""Böjradie mm"": ""65"", ""Vikt kg/m"": ""0,54""}","[173.8857153029669, 644.631967163086, 537.0, 660.3119598388672]",15,,2025-10-30 13:02:15
194,26,1109-06-06,-06-06,STANDARD,,"{""Artikelnr"": ""1109-06-06"", ""ID mm"": ""10,0"", ""ID tum"": ""3/8\"""", ""YD mm"": ""17,2"", ""Arb.tr. MPa"": ""35,0"", ""Böjradie mm"": ""90"", ""Vikt kg/m"": ""0,86""}","[173.95428612118675, 263.4860066731771, 524.6362079821134, 279.5260050455729]",16,,2025-10-30 13:02:44
195,26,1109-08-08,-08-08,STANDARD,,"{""Artikelnr"": ""1109-08-08"", ""ID mm"": ""13,0"", ""ID tum"": ""1/2\"""", ""YD mm"": ""20,4"", ""Arb.tr. MPa"": ""31,0"", ""Böjradie mm"": ""130"", ""Vikt kg/m"": ""1,18""}","[173.95428612118675, 279.5260050455729, 524.6362079821134, 295.5660034179688]",16,,2025-10-30 13:02:44
196,27,1115-10-06,-06,STANDARD,,"{""Artikelnr"": ""1115-10-06"", ""ID mm"": ""10,0"", ""ID tum"": ""3/8\"""", ""YD mm"": ""21,4"", ""Arb.tr. MPa"": ""44,5"", ""Böjradie mm"": ""130"", ""Vikt kg/m"": ""0,78""}","[173.95428612118675, 675.8080339219836, 524.6362079821134, 688.9280358208551]",16,,2025-10-30 13:02:44
197,27,1115-10-08,-08,STANDARD,,"{""Artikelnr"": ""1115-10-08"", ""ID mm"": ""13,0"", ""ID tum"": ""1/2\"""", ""YD mm"": ""24,6"", ""Arb.tr. MPa"": ""42,5"", ""Böjradie mm"": ""180"", ""Vikt kg/m"": ""0,93""}","[173.95428612118675, 688.9280358208551, 524.6362079821134, 702.0480377197266]",16,,2025-10-30 13:02:44
198,27,1115-10-10,-10,STANDARD,,"{""Artikelnr"": ""1115-10-10"", ""ID mm"": ""16,0"", ""ID tum"": ""5/8\"""", ""YD mm"": ""28,2"", ""Arb.tr. MPa"": ""39,0"", ""Böjradie mm"": ""225"", ""Vikt kg/m"": ""1,17""}","[173.95428612118675, 702.0480377197266, 524.6362079821134, 715.1680396185982]",16,,2025-10-30 13:02:44
199,27,1115-10-12,-12,STANDARD,,"{""Artikelnr"": ""1115-10-12"", ""ID mm"": ""19,0"", ""ID tum"": ""3/4\"""", ""YD mm"": ""32,2"", ""Arb.tr. MPa"": ""35,0"", ""Böjradie mm"": ""280"", ""Vikt kg/m"": ""1,48""}","[173.95428612118675, 715.1680396185982, 524.6362079821134, 728.2880415174697]",16,,2025-10-30 13:02:44
200,27,1115-10-16,-16,STANDARD,,"{""Artikelnr"": ""1115-10-16"", ""ID mm"": ""25,0"", ""ID tum"": ""1\"""", ""YD mm"": ""39,7"", ""Arb.tr. MPa"": ""32,0"", ""Böjradie mm"": ""340"", ""Vikt kg/m"": ""2,02""}","[173.95428612118675, 728.2880415174697, 524.6362079821134, 741.4080434163412]",16,,2025-10-30 13:02:44
201,27,1115-10-20,-20,STANDARD,,"{""Artikelnr"": ""1115-10-20"", ""ID mm"": ""32,0"", ""ID tum"": ""1 1/4\"""", ""YD mm"": ""45,5"", ""Arb.tr. MPa"": ""34,5"", ""Böjradie mm"": ""460"", ""Vikt kg/m"": ""2,46""}","[173.95428612118675, 741.4080434163412, 524.6362079821134, 754.5280453152127]",16,,2025-10-30 13:02:44
202,27,1115-10-24,-24,STANDARD,,"{""Artikelnr"": ""1115-10-24"", ""ID mm"": ""38,0"", ""ID tum"": ""1 1/2\"""", ""YD mm"": ""53,5"", ""Arb.tr. MPa"": ""29,0"", ""Böjradie mm"": ""560"", ""Vikt kg/m"": ""3,35""}","[173.95428612118675, 754.5280453152127, 524.6362079821134, 767.6480472140843]",16,,2025-10-30 13:02:44
203,27,1115-10-32,-32,STANDARD,,"{""Artikelnr"": ""1115-10-32"", ""ID mm"": ""51,0"", ""ID tum"": ""2\"""", ""YD mm"": ""68,1"", ""Arb.tr. MPa"": ""25,0"", ""Böjradie mm"": ""700"", ""Vikt kg/m"": ""4,55""}","[173.95428612118675, 767.6480472140843, 524.6362079821134, 780.7680491129557]",16,,2025-10-30 13:02:44
204,28,1118-12-12,-12,STANDARD,,"{""Artikelnr"": ""1118-12-12"", ""ID mm"": ""19"", ""ID tum"": ""3/4\"""", ""YD mm"": ""32,0"", ""Arb.tr. MPa"": ""42,0"", ""Böjradie mm"": ""280"", ""Vikt kg/m"": ""1,46""}","[173.9520004272461, 308.48099314371746, 536.932502746582, 322.2209935506185]",17,,2025-10-30 13:03:12
205,28,1118-12-16,-16,STANDARD,,"{""Artikelnr"": ""1118-12-16"", ""ID mm"": ""25,0"", ""ID tum"": ""1\"""", ""YD mm"": ""38,4"", ""Arb.tr. MPa"": ""38,0"", ""Böjradie mm"": ""340"", ""Vikt kg/m"": ""2,04""}","[173.9520004272461, 322.2209935506185, 536.932502746582, 335.9609939575195]",17,,2025-10-30 13:03:12
206,28,1118-12-20,-20,STANDARD,,"{""Artikelnr"": ""1118-12-20"", ""ID mm"": ""32,0"", ""ID tum"": ""1 1/4\"""", ""YD mm"": ""45,2"", ""Arb.tr. MPa"": ""35,0"", ""Böjradie mm"": ""460"", ""Vikt kg/m"": ""2,38""}","[173.9520004272461, 335.9609939575195, 536.932502746582, 349.7009943644206]",17,,2025-10-30 13:03:12
207,28,1118-12-24,-24,STANDARD,,"{""Artikelnr"": ""1118-12-24"", ""ID mm"": ""38,0"", ""ID tum"": ""1 1/2\"""", ""YD mm"": ""53,0"", ""Arb.tr. MPa"": ""29,0"", ""Böjradie mm"": ""560"", ""Vikt kg/m"": ""3,18""}","[173.9520004272461, 349.7009943644206, 536.932502746582, 363.44099477132164]",17,,2025-10-30 13:03:12
208,28,1118-12-32,-32,STANDARD,,"{""Artikelnr"": ""1118-12-32"", ""ID mm"": ""50,0"", ""ID tum"": ""2\"""", ""YD mm"": ""67,6"", ""Arb.tr. MPa"": ""25,0"", ""Böjradie mm"": ""700"", ""Vikt kg/m"": ""4,36""}","[173.9520004272461, 363.44099477132164, 536.932502746582, 377.18099517822264]",17,,2025-10-30 13:03:12
209,29,1135-83-06,-06,STANDARD,,"{""Artikelnr"": ""1135-83-06"", ""ID mm"": ""10,0"", ""ID tum"": ""3/8\"""", ""YD mm"": ""19,3"", ""Arb.tr. MPa"": ""35,0"", ""Böjradie mm"": ""90"", ""Vikt kg/m"": ""0,56""}","[173.9520004272461, 653.0009516398112, 536.932502746582, 666.7409520467122]",17,,2025-10-30 13:03:12
210,29,1135-83-08,-08,STANDARD,,"{""Artikelnr"": ""1135-83-08"", ""ID mm"": ""13,0"", ""ID tum"": ""1/2\"""", ""YD mm"": ""22,2"", ""Arb.tr. MPa"": ""35,0"", ""Böjradie mm"": ""115"", ""Vikt kg/m"": ""0,76""}","[173.9520004272461, 666.7409520467122, 536.932502746582, 680.4809524536133]",17,,2025-10-30 13:03:12
211,29,1135-83-12,-12,STANDARD,,"{""Artikelnr"": ""1135-83-12"", ""ID mm"": ""19,0"", ""ID tum"": ""3/4\"""", ""YD mm"": ""31,0"", ""Arb.tr. MPa"": ""35,0"", ""Böjradie mm"": ""140"", ""Vikt kg/m"": ""1,32""}","[173.9520004272461, 680.4809524536133, 536.932502746582, 694.2209528605143]",17,,2025-10-30 13:03:12
212,29,1135-83-16,-16,STANDARD,,"{""Artikelnr"": ""1135-83-16"", ""ID mm"": ""25,0"", ""ID tum"": ""1\"""", ""YD mm"": ""38,4"", ""Arb.tr. MPa"": ""35,0"", ""Böjradie mm"": ""150"", ""Vikt kg/m"": ""1,95""}","[173.9520004272461, 694.2209528605143, 536.932502746582, 707.9609532674153]",17,,2025-10-30 13:03:12
